
国际,#genre#
432PStingrayRockAlternative,https://lotus.stingray.com/manifest/ose-102ads-montreal/samsungtvplus/master.m3u8
432PStingrayRomanceLatino,https://lotus.stingray.com/manifest/ose-202ads-montreal/samsungtvplus/master.m3u8
432PStingraySmoothJazz,https://lotus.stingray.com/manifest/ose-140ads-montreal/samsungtvplus/master.m3u8
432PStingraySoulStorm,https://lotus.stingray.com/manifest/ose-134ads-montreal/samsungtvplus/master.m3u8
432PStingrayTheSpa,https://lotus.stingray.com/manifest/ose-122ads-montreal/samsungtvplus/master.m3u8
432PStingrayToday'sK-Pop,https://lotus.stingray.com/manifest/ose-317ads-montreal/samsungtvplus/master.m3u8
432PStingrayToday'sLatinPop,https://lotus.stingray.com/manifest/ose-190ads-montreal/samsungtvplus/master.m3u8
360PStingrayKaraoke,https://lotus.stingray.com/manifest/karaoke-kar000-montreal/samsungtvplus/master.m3u8
360PStingrayNaturescape,https://lotus.stingray.com/manifest/naturescape-a003-montreal/samsungtvplus/master.m3u8
360PStingrayClassica,https://lotus.stingray.com/manifest/classica-cla008-montreal/samsungtvplus/master.m3u8
360PStingrayCMusic,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/master.m3u8
360PStingrayDJAZZ,https://lotus.stingray.com/manifest/djazz-djaads-montreal/samsungtvplus/master.m3u8
360PDryBarComedy,https://drybar-drybarcomedy-1-ca.samsung.wurl.tv/playlist.m3u8
360PMHZ,https://mhz-samsung-linear-ca.samsung.wurl.tv/playlist.m3u8
360P体育网,https://v1.thetvapp.to/hls/sportsnet-360/index.m3u8
360P体育网一号,https://v1.thetvapp.to/hls/sportsnet-one/index.m3u8
TSN1360P,https://v1.thetvapp.to/hls/tsn1/index.m3u8
TSN2FHD,http://fl5.moveonjoy.com/TSN_2/index.m3u8
TSN3360P,https://v1.thetvapp.to/hls/tsn3/index.m3u8
TSN4FHD,http://fl5.moveonjoy.com/TSN_4/index.m3u8
TSN5HD,http://fl5.moveonjoy.com/TSN_5/index.m3u8

德国,#genre#
FHDMagdeburg,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-magdeburg_high/playlist.m3u8
FHDAllgauTV,https://stream01.welocal.stream/stream/fhd-allgaeutv_25679/ngrp:stream_all/playlist.m3u8
FHDABGTV,https://58de7a369a9c4.streamlock.net/abgtv/abgtv_1080p/playlist.m3u8
FHDKulturMD,http://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/kulturmd_high/playlist.m3u8
FHDKulturMD,http://58bd5b7a98e04.streamlock.net/medienasa-live/kulturmd_high/playlist.m3u8
FHDAugsburgTV,https://stream02.welocal.stream/stream/fhd-augsburgtv_104951/ngrp:stream_all/playlist.m3u8
FHDBLKTV,http://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/BLKonline_high/playlist.m3u8
FHDDessau,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-dessau_high/playlist.m3u8
FHDemsTVLingen,https://h058.video-stream-hosting.de/ev1tv-live/_definst_/mp4:stream1.stream/playlist.m3u8
FHDHSE24,https://hse24.akamaized.net/hls/live/2006663/hse24/master_1080p25.m3u8
FHDMDF1,http://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/mdf1_high/playlist.m3u8
FHDMDF1,http://58bd5b7a98e04.streamlock.net/medienasa-live/mdf1_high/playlist.m3u8
FHDMerseburg-Querfurt,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-merseburg_high/playlist.m3u8
FHDNiederbayernTVDeggendorf&Straubing,https://stream03.welocal.stream/stream/fhd-nbydeggendorf_99148/ngrp:stream_all/index.m3u8
FHDNiederbayernTVPassau,https://stream03.welocal.stream/stream/fhd-nbypassau_49171/ngrp:stream_all/index.m3u8
FHDOKMerseburg,http://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/ok-merseburg_high/playlist.m3u8
FHDOKSalzwedel,http://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/ok-salzwedel_high/playlist.m3u8
FHDOKStendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/_definst_/ok-stendal_high/playlist.m3u8
FHDOKWernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-wernigerode_high/playlist.m3u8
FHDParlamentsfernsehen1,https://bttv-live-z.r53.cdn.tv1.eu/13014bundestag-hk1/_definst_/live/video/hk1_de.smil/playlist.m3u8
FHDParlamentsfernsehen3,https://bttv-live-z.r53.cdn.tv1.eu/13014bundestag-hk3/_definst_/live/video/hk3_de.smil/playlist.m3u8
FHDParlamentsfernsehen4,https://bttv-live-z.r53.cdn.tv1.eu/13014bundestag-hk4/_definst_/live/video/hk4_de.smil/playlist.m3u8
FHDRan1,http://58bd5b7a98e04.streamlock.net/medienasa-live/ran1_high/playlist.m3u8
FHDRFH,https://h056.video-stream-hosting.de/medienasa-live/_definst_/mp4:RFH_high/index.m3u8
FHDRFHTV,http://58bd5b7a98e04.streamlock.net/medienasa-live/RFH_high/playlist.m3u8
FHDStendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-stendal_high/playlist.m3u8
FHDStendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-stendal_high/playlist.m3u8
FHDWernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-wernigerode_high/playlist.m3u8
FHDWernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-wernigerode_high/playlist.m3u8
HDiSTUFF,https://relay2.cdn.fem-net.de/hls/loop/istuff_live/istuff_live-720p.m3u8
576PLightChannel,http://streamer1.streamhost.org:1935/salive/lctvde/playlist.m3u8
576PStudio47,https://h057.video-stream-hosting.de/studio47-live/_definst_/mp4:livestream/playlist.m3u8
576PErz-TVStollberg,https://5acade5fc0c29.streamlock.net/kabeljournal/live2020.stream/playlist.m3u8
480PK-TV,https://d1pz8zear993v8.cloudfront.net/hlsme/kathtv.m3u8
360PAnixe,https://ma.anixa.tv/clips/stream/anixehd/index.m3u8
360PKiKA,https://kikageohls.akamaized.net/hls/live/2022693/livetvkika_de/master.m3u8
360Ptagesschau24,https://tagesschau.akamaized.net/hls/live/2020115/tagesschau/tagesschau_1/master.m3u8
法国,#genre#
4K时尚电视台,https://fash2043.cloudycdn.services//slive/_definst_/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
HDPersiana Science,https://scihls.persiana.live/hls/stream.m3u8
HDPersiana Music,https://musichls.persiana.live/hls/stream.m3u8
HDPersiana Sonnati,https://sonhls.persiana.live/hls/stream.m3u8
HDPersianaKorea,https://korhls.persiana.live/hls/stream.m3u8
HDPersianaJunior动画,https://junhls.persiana.live/hls/stream.m3u8
HDPersiana,https://onehls.persiana.live/hls/stream.m3u8
HDPersiana+,https://euhls.persiana.live/hls/stream.m3u8
HDBrionnais,https://stream2.mandarine.media/brionnaistv/brionnaistv/playlist.m3u8
HDDBMTV,http://edge20.vedge.infomaniak.com/livecast/dbmtv/playlist.m3u8
HDFX2,https://toonixhls.wns.live/hls/stream.m3u8
FHDTV78,https://streamtv.cdn.dvmr.fr/TV78/ngrp:tv78.stream_all/playlist.m3u8
FHD非洲24小时体育,https://edge17.vedge.infomaniak.com/livecast/ik:africa24sport/manifest.m3u8
FHD戛纳勒林斯电视台,https://vdo2.pro-fhi.net:3628/live/uppodsfqlive.m3u8
576PTV7科尔马,http://tv7.hdr-tv.com/live/tv7/livestream/playlist.m3u8
480PBIP电视台,http://biptv.tv/live/biptvstream_orig/index.m3u8
450P法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
450P法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
360P法国24法语,https://live.france24.com/hls/live/2037179/F24_FR_HI_HLS/master_500.m3u8
360P法语博物馆电视,https://rakutenaa-museumtv-fr-rakuten-nilyp.amagi.tv/playlist/rakutenAA-museumtv-fr-rakuten/playlist.m3u8
360P怀尔德赛德电视,https://versatile-wildsidetv-1-fr.samsung.wurl.tv/playlist.m3u8
360P奎斯特电视台,https://rakutenaa-qwestjazz-rakuten-7enhv.amagi.tv/playlist/rakutenAA-qwestjazz-rakuten/playlist.m3u8
360PXilamTV动画,https://xilam-animation-1-fr.samsung.wurl.tv/playlist.m3u8
360PEreTV,https://mn-nl.mncdn.com/awraastv/awraastv_hd.smil/playlist.m3u8
360PKozoom,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/fdd6f243-f971-4a1a-9510-97ac01d6b37f/manifest.m3u8

俄罗斯,#genre#
FHD红星电视台,https://tvchannelstream1.tvzvezda.ru/cdn/tvzvezda/playlist_hdhigh.m3u8
FHD俄罗斯卫星通讯社,http://live-ratnik.cdnvideo.ru/ratnik/ratnik.sdp/playlist.m3u8
FHDTVRain,https://wl.tvrain.tv/transcode/ngrp:ses_all/playlist.m3u8
FHDVolga,http://tele2dvrnat01-02.cdnvideo.ru/stream/NAT_Volga/hls/1920x1080@4504/playlist.m3u8
FHDTVBRICS,http://brics.bonus-tv.ru/cdn/brics/russian/playlist.m3u8
FHDcboeTV,http://live.stv24.tv:8080/svoetv/HQ_video.m3u8
FHDRTnews,https://rt-glb.rttv.com/live/rtnews/playlist.m3u8
FHDMagnat,https://s1.tv-nano.com/Magnat_HD_5119705/video.m3u8
FHDRU.TV,https://hls-03-video.webcaramba.com/rutv/live.m3u8
FHDС1(Сургут)Not24/7,https://sitv.ru/hls/stv.m3u8
FHDСамараГИС,http://45.67.57.9:8080/new/new/tracks-v1a1/index.m3u8
FHDСамараГИС,http://45.67.57.9:8080/new/new/playlist.m3u8
FHDНТС(Севастополь),https://peqk71plnjy.a.trbcdn.net/livemaster/w4kz7pki62_nts_tv/playlist.m3u8
HDМиллет,http://live.trkmillet.ru/millet/index.m3u8
HDSochiLive,http://serv30.vintera.tv:8081/sochi/sochi_stream/playlist.m3u8
HDSochi24,http://serv30.vintera.tv:8081/sochi/sochi24_tv/playlist.m3u8
HDАрис24,http://serv25.vintera.tv:8081/test/aris/playlist.m3u8
HDАстрахань24,https://streaming.astrakhan.ru/astrakhan24/tracks-v1a1/mono.m3u8
HDPrima,https://tele2dvrnat01-02.cdnvideo.ru/stream/NAT_Prima/hls/index.m3u8
HDЕвразия,http://infochh.trkeurasia.ru/hlsinfoch/infochhd.m3u8
576PСалям,https://bsttv.bonus-tv.ru/cdn/salyam/playlist_sdhigh.m3u8
576PПервыйТульский,http://5.164.24.83/tula/1tv_low/index.m3u8
576PКурай,https://bsttv.bonus-tv.ru/cdn/kurai/playlist.m3u8
576PTROSoyuz,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
576PSONGTVRussia,https://songtv.hls.iptvdc.com/web-russia/index.m3u8
576PТамыр,https://bsttv.bonus-tv.ru/cdn/tamyr/playlist.m3u8
576PСпас,http://spas.mediacdn.ru/cdn/spas/playlist.m3u8
480PRedLine,http://s55766.cdn.ngenix.net/s55766-media-origin/rline_high/index.m3u8
480PВетта24,http://serv24.vintera.tv:8081/vetta/vetta_office/playlist.m3u8
360PКаббалаТВ,https://edge2.uk.kab.tv/live/tvrus-rus-medium/playlist.m3u8

乌克兰,#genre#
FHDПервыйгородской,http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
FHDEWTNUkraine,https://cdn3.wowza.com/1/WjduMm1tYnlwNXQx/M01NV3Uz/hls/live/playlist.m3u8
HDGIT,https://stream.uagit.tv/gittv.m3u8
HDTravelGuideTV,http://cdn10.live-tv.od.ua:8081/leonovtv/test1/playlist.m3u8
FHDMTM,https://stream.ztv.zp.ua/hls/live.m3u8
HDДумская.TV,http://cdn1.live-tv.od.ua:8081/dumska/dumska-abr/playlist.m3u8
HDРепортер,http://cdn1.live-tv.od.ua:8081/31chod/31chod-abr/playlist.m3u8
HDСК1,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt720p/playlist.m3u8
576PТРККруг,http://cdn1.live-tv.od.ua:8081/krugod/krugod/playlist.m3u8
576PИзмаилТВ,http://cdn10.live-tv.od.ua:8081/izod/izod-abr/playlist.m3u8
576PГлас,http://85.238.112.69:8811/hls_sec/239.0.4.18-.m3u8
480PДумскаяТВ,http://cdn1.live-tv.od.ua:8081/dumska/dumska-abr-lq/playlist.m3u8
486PОрбітаТВ,http://ftp.orbita.dn.ua/hls/orbita.m3u8

希腊,#genre#
AcheloosTV,https://acheloostv.streamings.gr/live/stream/index.m3u
Alert,https://itv.streams.ovh/ALEERT/ALEERT/playlist.m3u8
BarazaTVDeepHouse,https://rtmp.streams.ovh:1936/barazarelax/barazazararelax/barazarelax/playlist.m3u8
BarazaTVRelaxing,https://rtmp.streams.ovh:1936/barazarelax/barazarelax/playlist.m3u8
BestTV,http://push-int.siliconweb.com/bestTV/stream/playlist.m3u8
BlueSkyTV,https://cdn5.smart-tv-data.com/bluesky/bluesky-live/playlist.m3u8
DiavataTV,https://ssh101.bozztv.com/ssh101/diavatatvweb/playlist.m3u8
EllasTV,http://ellastv.gotdns.com:88/freetv/promo/index.m3u8
Gnomi TV,https://live.streams.ovh:8081/gnomitv/index.m3u8
GroovyTV,http://web.onair-radio.eu:1935/groovytv/groovytv/playlist.m3u8
HighTV,http://live.streams.ovh:1935/hightv/hightv/playlist.m3u8
IonianChannel,https://stream.ioniantv.gr/ionian/live_abr/playlist.m3u8
KontraChannel,http://kontralive.siliconweb.com/live/kontratv/playlist.m3u8
Mad World,https://ellastvmax.better-than.tv/freetv/madworldtv/index.m3u8
MadGreekζ,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
NeaTV,https://live.neatv.gr:8888/hls/neatv_high/index.m3u8
NetmaxTV,https://live.netmaxtv.com:1936/live/live/chunklist_w1671867540.m3u8
NotioiTV,https://srv.streamserver.gr:3451/stream/play.m3u8
NRG91,http://tv.nrg91.gr:1935/onweb/live/master.m3u8
NRGTV,https://5c389faa13be3.streamlock.net:9553/onweb/live/playlist.m3u8
OneChannel,https://onechannel.siliconweb.com/one/stream/chunks.m3u8
OpenTV,https://liveopencloud.siliconweb.com/1/ZlRza2R6L2tFRnFJ/eWVLSlQx/hls/live/playlist.m3u8
PlayTV,http://web.onair-radio.eu:1935/Alpha-Host/Alpha-Host/playlist.m3u8
Skai,https://skai-live.siliconweb.com/media/cambria4/index.m3u8
StarChannel,http://livestar.siliconweb.com/starvod/star4/star4.m3u8
StarChannelInternational,https://livestar.siliconweb.com/starvod/star_int/star_int.m3u8
SyrosTV1,https://eco.streams.ovh:1936/syrostv1/syrostv1/playlist.m3u8
TILEEPILOGES,https://5d00db0e0fcd5.streamlock.net/7170/7170/playlist.m3u8
TVCreta,https://live.streams.ovh/tvcreta/tvcreta/chunklist.m3u8
TVFilopoli,http://live.streams.ovh:1935/tvfilopoli/tvfilopoli/playlist.m3u8
VouliTileorasi,http://streamer-cache.grnet.gr/parliament/parltv.sdp/master.m3u8
Xplore,http://web.onair-radio.eu:1935/explorecy/explorecy/playlist.m3u8
ZouglaTV,https://zouglacam-mdc-secure.akamaized.net/zouglalive/main/playlist.m3u8
ΒουλήΤηλεόραση,http://streamer-cache.grnet.gr/parliament/hls/webtv.m3u8
ΒουλήΤηλεόραση2,https://streamer-cache.grnet.gr/parliament/hls/webtv2_640_640x360/index.m3u8
ΒουλήΤηλεόραση3,https://streamer-cache.grnet.gr/parliament/hls/webtv3.m3u8
ΕγνατίαΤηλεόραση,https://video.streams.ovh:1936/egnatiatv/egnatiatv/index.m3u8
Εκκλησία,https://liveopen.siliconweb.com/openTvLive/openEcclessia/playlist.m3u8

比利时,#genre#
HDJoeFM,https://dpp-streamlive-plain.medialaancdn.be/joe_kijklive/plain/hls_hd.m3u8
HDBAM-TV,https://goccn.cloud/hls/belafrikatv/index.m3u8
HDBE|Notele,https://streaming01.divercom.be/notele_live/_definst_/direct.stream/chunklist.m3u8
HDBX1,https://59959724487e3.streamlock.net/stream/live/playlist.m3u8
HDHLNLive,https://dpg-eventstreams.akamaized.net/hlnlivesrt-xmr/streamx/hlnlivesrt_720p.m3u8
FHDMaTele,https://live.matele.be/hls/live.m3u8
HDNotele,https://streaming01.divercom.be/notele_live/_definst_/direct.stream/chunklist_w798871553.m3u8
576PVTM2,https://dpp-live-events.medialaancdn.be/events/hls/aes/webstream3.m3u8
576PVTM,https://dpp-live-events.medialaancdn.be/events/hls/aes/webstream1.m3u8
JapanimTV,https://foxkidstv.be:3369/stream/play.m3u8

葡萄牙缓冲慢,#genre#
FHDFamatv,https://tv2.fastcast4u.com:3310/live/famatvlive.m3u8
FHDSICAltaDefinicao,https://production-fast-sic.content.okast.tv/fa2e8c4385712f9aa54bbe52b1bd9b6b/channels/d9070446-8448-455e-8075-773b1ba12562/fc831b20-f252-4e7d-8cc5-2d05f4d43c1c/media_.m3u8
FHDSICReplay,https://production-fast-sic.content.okast.tv/fa2e8c4385712f9a7dce4ff2dcebac2e/channels/d9070446-8448-455e-8075-773b1ba12562/d47eae0f-ad77-414a-9a1d-2a6628ba18c3/media_.m3u8
FHDTVMana1,https://w1.manasat.com/tvmana-1/smil:tvmana-1.smil/playlist.m3u8
FHDTVMana2,https://w1.manasat.com/tvmana-2/smil:tvmana-2.smil/playlist.m3u8
FHDTVManaBrazil儿童,https://w1.manasat.com/tvmana-brasil/smil:tvmana-brasil.smil/playlist.m3u8
FHDTVManaEnglish,https://w1.manasat.com/tvmana-english/smil:tvmana-english.smil/playlist.m3u8
FHDTVManaFrancais,https://w2.manasat.com/eglise-online/smil:eglise-online.smil/playlist.m3u8
FHDTVManaMozambique,https://w2.manasat.com/tvmana-mz/smil:tvmana-mz.smil/playlist.m3u8
FHDTVManaRusskiy,https://w1.manasat.com/tvmana-leste/smil:tvmana-leste.smil/playlist.m3u8
FHDTVManaSlovak,https://w2.manasat.com/cirkev-online/smil:cirkev-online.smil/playlist.m3u8
FHDTVManaSpanish,https://w1.manasat.com/tvmana-espanol/smil:tvmana-espanol.smil/playlist.m3u8
HDONTV,https://5ce9406b73c33.streamlock.net/ONFM/livestream/master.m3u8
720PManaIglesiaOnline,https://w2.manasat.com:443/iglesia-online/smil:iglesia-online.smil/playlist.m3u8

西班牙HD,#genre#
HD101tvAntequera,https://www.streaming101tv.es:19360/antequera/antequera.m3u8
HDActivaTV,https://streamtv.mediasector.es/hls/activatv/.m3u8
HDCadenaElite,https://cloudvideo.servers10.com:8081/8004/index.m3u8
HDCanalDiocesano,https://nlb2-live.emitstream.com/hls/5i3pxfuz4az356yu22ij/master.m3u8
HDCanalMálaga,http://canalmalaga-tv-live.flumotion.com/playlist.m3u8
HDCanalMálagaRTV,https://canalmalaga-tv-live.flumotion.com/playlist.m3u8
HDCuatro,http://185.189.225.150:85/CuatroHD/index.m3u8
FHDDiezTVLasVillas,https://streaming.cloud.innovasur.es/mmj2/index.m3u8
FHDDiezTV斗牛,https://streaming.cloud.innovasur.es/mmj/index.m3u8
HDDistritoTV,https://nlb2-live.emitstream.com/hls/3mn7wpcv7hbmxmdzaxap/master.m3u8
FHDDurangaldekoTelebista,https://nlb2-live.emitstream.com/hls/5f9asjsehd7gmyxsdpzu/master.m3u8
HDEsteponaTV,https://cloudvideo.servers10.com:8081/8022/index.m3u8
HDFamypancTV,https://panel.host-live.com:19360/8042/8042.m3u8
FHDFuerteventuraTV,https://5c0956165db0b.streamlock.net/ftv/directo/.m3u8
FHDGoienaEus,https://zuzenean.goienamedia.eus/goiena-telebista.m3u8
FHDHamaikaTelebista,https://cdn3.wowza.com/1/RERMR282dnU5eE5Z/OHY0dVFs/hls/live/playlist.m3u8
FHDNoroesteTV,https://cloudvideo.servers10.com:8081/8032/index.m3u8
FHDM95TelevisiónMarbella,https://limited2.todostreaming.es/live/m95-livestream.m3u8
HDPequeradio,https://canadaremar2.todostreaming.es/live/peque-pequetv.m3u8
HDPlatziTV,https://mdstrm.com/live-stream-playlist/629a63ae8df27c082901f78b.m3u8
HDPunt3VallUixó斗牛,https://bit.controlstreams.com:5443/LiveApp/streams/punt3.m3u8
HDRadioTelevisiónMelilla,https://tvmelilla-hls-rm-lw.flumotion.com/playlist.m3u8
HDRiberaTV,http://common01.todostreaming.es/live/ribera-livestream.m3u8
HDRiberaTV,https://common01.todostreaming.es/live/ribera-livestream.m3u8
HDROTVValencia,https://rotv.romediavalencia.com:3839/live/rotvlive.m3u8
FHDRTVMogán,https://cloudvideo.servers10.com:8081/8028/index.m3u8
HDSolidariaTV,https://canadaremar2.todostreaming.es/live/solidariatv-webhd.m3u8
HDTelemadridINT,https://new-international-23-secure2.akamaized.net/index.m3u8
FHDTreceTV,https://play.cdn.enetres.net/091DB7AFBD77442B9BA2F141DCC182F5021/021/playlist.m3u8
FHDTuyaLaJandaTelevisión,http://185.210.20.13:8080/0.m3u8
FHDVerbenaTV,https://streamtv2.elitecomunicacion.cloud:3144/live/verbenatvlive.m3u8
HD西班牙的AFV家庭,https://linear-46.frequency.stream/dist/roku/46/hls/master/playlist.m3u8
576PTaroteame,https://5d2733224ac48.streamlock.net/taroteame/tarot_web/playlist.m3u8
576PHERMANOS,http://185.189.225.150:85/nova/index.m3u8
576PCanal45,https://nlb1-live.emitstream.com/hls/625csn5et2iszm9oze65/master.m3u8
720PPopularTVCantabria,https://limited12.todostreaming.es/live/ptvcantabria-livestream.m3u8
720PLancelotTV,https://5c0956165db0b.streamlock.net:8090/directo/_definst_/lancelot.television/master.m3u8
480PDWEspañol,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/index.m3u8
480PHITTV,http://185.189.225.149/HitTV/index.m3u8
360PPeopleareAwesomeSpain,https://jukin-peopleareawesome-2-es.samsung.wurl.tv/playlist.m3u8
360PCanalParlamento,https://congresodirecto.akamaized.net/hls/live/2037973/canalparlamento/master.m3u8
360PThePetCollectiveSpain,https://the-pet-collective-international-es.samsung.wurl.tv/playlist.m3u8

意大利,#genre#
HDBoing动画,https://liveturner.akamaized.net/75a4d1a90e744fa5b9901a1853d2c47f/eu-central-1/6284318116001/playlist.m3u8
HDSuper动画,https://495c5a85d9074f29acffeaea9e0215eb.msvdn.net/super/super_main/super_main_hbbtv/playlist.m3u8
FHD70-80TV,https://585b674743bbb.streamlock.net/9050/9050/playlist.m3u8
HD7RadioVisione,https://stream10.xdevel.com/video1s976543-1932/stream/playlist.m3u8
HDAltoAdigeTV,https://5f204aff97bee.streamlock.net/AltoAdigeTV/livestream/playlist.m3u8
HDAntenna2TV,https://58f12ffd2447a.streamlock.net/Antenna2/livestream/playlist.m3u8
FHDCafeTV24,https://srvx1.selftv.video/cafe/live/playlist.m3u8
FHDCanale21Extra,https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S42170132/sT6C3LFaD1iA/playlist.m3u8
HDCanale7,http://wms.shared.streamshow.it:1935/canale7/canale7/live.m3u8
HDCompanyTV,https://5929b138b139d.streamlock.net/CompanyTV/smil:CompanyTV.smil/master.m3u8
HDDeejayTV,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8
HDDI.TV80,https://5f22d76e220e1.streamlock.net/ditv80/ditv80/playlist.m3u8
HDEliveBresciaTV,http://59d7d6f47d7fc.streamlock.net:1935/elivebresciatv/elivebresciatv/playlist.m3u8
HDEliveTVBrescia,https://59d7d6f47d7fc.streamlock.net/elivebresciatv/elivebresciatv/playlist.m3u8
HDEntellaTV,https://5f22d76e220e1.streamlock.net/EntellaTV/EntellaTV/playlist.m3u8
HDEsperiaTV,https://59d7d6f47d7fc.streamlock.net/esperiatv/esperiatv/playlist.m3u8
HDeTvMarche,https://live.ipstream.it/etvmarche/etvmarche.stream/playlist.m3u8
HDeTvRete7,https://live.ipstream.it/etv/etv.stream/playlist.m3u8
FHDEuroIndieMusicChartTV,http://178.33.224.197:1935/euroindiemusic/euroindiemusic/playlist.m3u8
HDEuroTV,https://5f22d76e220e1.streamlock.net/eurotv/eurotv/playlist.m3u8
HDGiornaleRadioTV,https://5f204aff97bee.streamlock.net/GR_tv/livestream/playlist.m3u8
FHDGiovanniPaoloTV,https://media2021.rtvweb.com/giovannipaolotv/web/playlist.m3u8
HDIcaroTV,https://59d7d6f47d7fc.streamlock.net/icarotv/icarotv/playlist.m3u8
HDInterTV,https://open.http.mp.streamamg.com/p/3001560/sp/300156000/playManifest/entryId/0_xmkk2kjr/flavorIds/0_zlbr85f8,0_zlbr85f8,0_noewhew2/format/applehttp/protocol/https/a.m3u8
HDItalia2TV,http://wms.shared.streamshow.it/italia2/mp4:italia2/playlist.m3u8
HDItalia2,https://59d7d6f47d7fc.streamlock.net/italia2/italia2/playlist.m3u8
FHDItaliaChannel,https://stream1.aswifi.it/italiachannel/stream/index.m3u8
HDIuniorTV,https://5f22d76e220e1.streamlock.net/iuniortv/iuniortv/playlist.m3u8
HDLazioTV,https://streaming.softwarecreation.it/LazioTv/LazioTv/playlist.m3u8
HDLeCronacheTV,http://stucazz.com:8888/hls/cronache.m3u8
FHDMadeinBOTV,https://srvx1.selftv.video/dmchannel/live/playlist.m3u8
HDMedjugorjeItaliaTV,https://5f22d76e220e1.streamlock.net/medjugorjeitaliatv/medjugorjeitaliatv/playlist.m3u8
HDOndaNovaraTV,https://585b674743bbb.streamlock.net/9006/9006/master.m3u8
FHDPadrePioTV,https://600f07e114306.streamlock.net/PadrePioTV/livestream/playlist.m3u8
HDPrimaFree,https://5f22d76e220e1.streamlock.net/primafree/primafree/playlist.m3u8
HDPrimAntennaTV,https://5f22d76e220e1.streamlock.net/primantenna14/primantenna14/playlist.m3u8
HDPrimaTV,https://5db313b643fd8.streamlock.net/PrimaTV/PrimaTV/playlist.m3u8
HDRadioCompanyTV,https://5929b138b139d.streamlock.net/CompanyTV/livestream_720p/playlist.m3u8
FHDRadioFrecciaTV,https://streamcdnb1-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S3160845/0tuSetc8UFkF/playlist_video.m3u8
HDRadioIbizaTVNot24/7,https://5929b138b139d.streamlock.net/RadioIbizaTV/livestream/playlist.m3u8
HDQuartoCanaleFlegreo,http://live.mariatvcdn.com/dialogos/171e41deedf405f10c7dd6311387fb43.sdp/playlist.m3u8
HDRadioKissKissItaliaTV,https://58f12ffd2447a.streamlock.net/KKTV01/livestream/playlist.m3u8
HDRadioKissKissTV,https://59253971be783.streamlock.net/KissKissTV/KissKissTV.stream/playlist.m3u8
HDRadioNumberOne,https://56b50ada2d659.streamlock.net/RN1TV/livestream/playlist.m3u8
HDRadioPiterPanTV,https://58d921499d3d3.streamlock.net/RadioPiterpanTV/livestream/playlist.m3u8
HDRadioStudioDeltaTV,https://5ce9406b73c33.streamlock.net/RSD/ngrp:livestream_all/playlist.m3u8
FHDRadioZetaTV,https://streamcdnb1-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S9346184/XEx1LqlYbNic/playlist_video.m3u8
HDReteOro,https://5926fc9c7c5b2.streamlock.net/9094/9094/playlist.m3u8
HDReteveneta,https://59d7d6f47d7fc.streamlock.net/reteveneta/reteveneta/playlist.m3u8
FHDRTL102.5Romeo&Juliet,https://streamcdnb4-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S8448465/zTYa1Z5Op9ue/playlist_video.m3u8
HDRTP,https://flash2.xdevel.com/rtptv/rtptv/playlist.m3u8
FHDRTTRTrento,https://5f204aff97bee.streamlock.net/RTTRlive/livestream/playlist.m3u8
HDRTV38,https://64b16f23efbee.streamlock.net/telenova/telenova/playlist.m3u8
HDStereo5TV,https://stream1.aswifi.it/stereo5/live/index.m3u8
HDSuperSixLombardia,https://5db313b643fd8.streamlock.net/SUPERSIXLombardia/SUPERSIXLombardia/playlist.m3u8
