美国,#genre#
Stingray The Spa,https://lotus.stingray.com/manifest/ose-122ads-montreal/samsungtvplus/master.m3u8
Stingray Today's K-Pop,https://lotus.stingray.com/manifest/ose-317ads-montreal/samsungtvplus/master.m3u8
Stingray Today's Latin Pop,https://lotus.stingray.com/manifest/ose-190ads-montreal/samsungtvplus/master.m3u8
TAG TV,http://cdn11.live247stream.com/tag/tv/playlist.m3u8
TSN1,https://v1.thetvapp.to/hls/tsn1/index.m3u8
TSN2,http://fl5.moveonjoy.com/TSN_2/index.m3u8
TSN3,https://v1.thetvapp.to/hls/tsn3/index.m3u8
TSN4,http://fl5.moveonjoy.com/TSN_4/index.m3u8
TSN5,http://fl5.moveonjoy.com/TSN_5/index.m3u8

阿兹斯塔电视台,http://live.livestreamtv.ca/azstar/smil:azstar.smil/playlist.m3u8
埃德蒙顿全球新闻,https://live.corusdigitaldev.com/groupb/live/215422c9-d1b9-4009-aaca-32e403f22b01/live.isml/.m3u8
安大略议会网络,http://origin-http-delivery.isilive.ca/live/_definst_/ontla/house-fr/playlist.m3u8
彼得伯勒全球新闻,https://live.corusdigitaldev.com/groupa/live/5eb39b64-58e8-47d2-97ca-25e8cd760b63/live.isml/.m3u8
不列颠哥伦比亚省立法议会,https://cdn3.wowza.com/5/YldIU1hsTlljRWZF/hbs-prim-house-httpo/HouseP.smil/playlist.m3u8
杜克·尼瓦兰,http://cdn12.henico.net:8080/live/dncal/index.m3u8
多伦多360电视台,http://cdn3.toronto360.tv:8081/toronto360/hd/playlist.m3u8
多伦多全球新闻,https://live.corusdigitaldev.com/groupd/live/deb8cec5-87fb-460a-ab82-0929374fc5fb/live.isml/.m3u8
多伦多市中心,https://citynewsregional.akamaized.net/hls/live/1024052/Regional_Live_7/master.m3u8
多伦多网络电视台,https://eu1.vectromdigital.com:1936/netvtoronto/netvtoronto/playlist.m3u8
范二哈尔格电视台,https://hls.erfanhalgheh.live/hls/stream.m3u8
古希·萨巴斯钦电视,http://cdn12.henico.net:8080/live/gsctv/index.m3u8
环球新闻,https://live.corusdigitaldev.com/groupc/live/9fd97fb0-baa8-4191-bd2c-59aa5c9a1d48/live.isml/.m3u8
环球新闻哈利法克斯,https://live.corusdigitaldev.com/groupa/live/b60d1d57-2851-4c29-bf5c-36feed988e57/live.isml/.m3u8
环球新闻莱斯布里奇,https://live.corusdigitaldev.com/groupc/live/cea96246-9af2-4373-932f-cdd3f8db2bc0/live.isml/.m3u8
加拿大电视台,http://cdn27.live247stream.com/primecanada/247/primecanada/stream1/chunks.m3u8
加拿大一号,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8
卡尔加里城市新闻,https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/master.m3u8
狂野电视,https://dfhsahpa45kk2.cloudfront.net/scheduler/scheduleMaster/476.m3u8
蒙特利尔环球新闻,https://live.corusdigitaldev.com/groupa/live/6bfb7f13-9d9d-4211-9c50-fb56330e4ccd/live.isml/.m3u8
蒙特利尔希腊电视台,http://live.greektv.ca/hls1/greektv.m3u8
努纳武特立法议会电视台,http://temp2.isilive.ca/live/nunavut/live-eng/index.m3u8
旁遮普电视台,http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8
普利茅斯摇滚电视台,https://d30au7974f7qoa.cloudfront.net/scheduler/scheduleMaster/419.m3u8
全球不列颠哥伦比亚省,https://live.corusdigitaldev.com/groupa/live/48a5882b-a1ec-42d7-bfd7-6c2739e737da/live.isml/master.m3u8
全球多伦多,https://live.corusdigitaldev.com/groupd/live/8970c668-40cd-4ca9-8c4d-25fd04f619b5/live.isml/master.m3u8
全球国家新闻,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/.m3u8
全球新闻,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
全球新闻不列颠哥伦比亚省,https://live.corusdigitaldev.com/groupa/live/48a5882b-a1ec-42d7-bfd7-6c2739e737da/live.isml/.m3u8
全球新闻金斯敦,https://live.corusdigitaldev.com/groupa/live/023a9e25-f0cf-4d97-af9f-5c665b7d45b9/live.isml/.m3u8
全球新闻卡尔加里,https://live.corusdigitaldev.com/groupd/live/8970c668-40cd-4ca9-8c4d-25fd04f619b5/live.isml/.m3u8
全球新闻里贾纳,https://live.corusdigitaldev.com/groupb/live/3062d0e3-ed4c-4f47-8482-95648250f4b8/live.isml/.m3u8
萨斯卡通全球新闻,https://live.corusdigitaldev.com/groupc/live/f191ef59-6c28-42ba-86d0-d47df5280249/live.isml/.m3u8
体育网360,https://v1.thetvapp.to/hls/sportsnet-360/index.m3u8
体育网一号,https://v1.thetvapp.to/hls/sportsnet-one/index.m3u8
温哥华城市新闻,https://citynewsregional.akamaized.net/hls/live/1024054/Regional_Live_9/master.m3u8

印度,#genre#
9号艇,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9kanmo6oiq/liveabr/playlist.m3u8
DD Sahyadri,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/66dcc3ebe182447ba42837e746cf0c7c/index.m3u8
DD Saptagiri,https://d2lk5u59tns74c.cloudfront.net/out/v1/26e915d6d12b4a06822c5e33c088ed56/index.m3u8
DD阿伦·普拉巴,https://d2lk5u59tns74c.cloudfront.net/out/v1/308556d9fd1246adb479ef012a39bbfe/index_3.m3u8
DD哈里亚纳邦https://d2lk5u59tns74c.cloudfront.net/out/v1/950fc69666474351bde0a32b9600c804/index.m3u8
DD特里普拉,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/52b998e9510d41c29ad2ceca8ea3d849/index_3.m3u8
GDNS Ludhianahttp://akalmultimedia.net:1935/gdnslive/gdns-live/chunklist.m3u8
High News,https://highmedia.livebox.co.in/HIGHNEWShls/LIVE.m3u8
JK 24x7新闻,https://live.gulistannews.in/hls/jk.m3u8
Mh 1 Music,https://mhlive.paramountinfosystem.com/mhonemusictest/d0dbe915091d400bd8ee7f27f0791303.sdp/playlist.m3u8
Mh 1 News,https://mhlive.paramountinfosystem.com/mhonetest/d0dbe915091d400bd8ee7f27f0791303.sdp/playlist.m3u8
MN电视音乐,http://mntv.livebox.co.in/musichls/live.m3u8
Namdhari,https://namdhari.tv/live/sbs1.m3u8
NDTV 24X7,https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/master.m3u8
NDTV,https://ndtvindiaelemarchana.akamaized.net//hls//live//2003679//ndtvindia//ndtvindiamaster.m3u8
PUNJAB TVhttp://158.69.124.9:1935/5aabtv/5aabtv/chunklist_w642807911.m3u8
Raj电视台,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/2839e3d1e0f84a2e821c1708d5fdfdf0/index.m3u8
RDX Goa,https://g5nl6xoalpq6-hls-live.5centscdn.com/rdxgoa/d0dbe915091d400bd8ee7f27f0791303.sdp/playlist.m3u8
Sada TV,http://cdn12.henico.net:8080/live/sadatv/index.m3u8
Safari电视,https://j78dp346yq5r-hls-live.5centscdn.com/safari/live.stream/playlist.m3u8#
Sanskar USAhttps://d2netiedy8cz3x.cloudfront.net/out/v1/9bf6fa4ac8d6432cb98da13b121ba3c2/index.m3u8
Sardari TV,http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8
ShowBox,https://epiconvh.akamaized.net/live/showbox/master.m3u8
SVBC,https://player.mslivestream.net/telugu/5d076e5c3d34cb8bb08e54a4bb7e223e.sdp/playlist.m3u8
Thanthi One,https://249553662f3e.ap-south-1.playback.live-video.net/api/video/v1/ap-south-1.588204940461.channel.Sx8XPoik8VX2.m3u8
Thanthi电视台,https://segment.yuppcdn.net/110322/thanthi/110322/thanthi_1800/playlist.m3u8
TV9 Telugu,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9telcmjhcs/liveabr/playlist.m3u8
Y频道,http://cdn19.live247stream.com/channely/tv/playlist.m3u8
阿杰德,https://feeds.intoday.in/aajtak/api/aajtakhd/master.m3u8
阿尤什电视台,https://95eryw39dwn4-hls-live.wmncdn.net/Ayushu/271ddf829afeece44d8732757fba1a66.sdp/index.m3u8
安安的电视,https://anjantvevent.pc.cdn.bitgravity.com/anjantv/live/amlst:event_anjan_,b400,b800,b1024,b1200,b1500,b4000,.smil/playlist.m3u8
胡楚电视台,http://cdn12.henico.net:8080/live/jbani/index.m3u8
今日印度,https://feeds.intoday.in/aajtak/api/master.m3u8
喀拉拉真实新闻,https://bk7l298nyx53-hls-live.5centscdn.com/realnews/e7dee419f91aa9e65939d3677fb9c4f5.sdp/playlist.m3u8
旅行XP,https://travelxp-travelxp-1-eu.rakuten.wurl.tv/playlist.m3u8
马鲁塔姆电视台,https://mntv.livebox.co.in/mntvhls/live.m3u8
马鲁塔姆音乐,https://mntv.livebox.co.in/musichls/live.m3u8
旁遮普电视台,http://cdn9.live247stream.com/punjabitvcanada/tv/playlist.m3u8
普拉里电视台,https://royalstarindia.co.in/pularitv_hls/pularitv.m3u8
七星电视,http://media.7starcloud.com:1935/live/7star/playlist.m3u8
新闻24,https://vidcdn.vidgyor.com/news24-origin/liveabr/playlist.m3u8
亚洲网新闻,https://vidcdn.vidgyor.com/asianet-origin/liveabr/playlist.m3u8
亚洲网新闻卡纳达语,https://vidcdn.vidgyor.com/suvarna-origin/liveabr/playlist.m3u8
亚洲网新闻泰米尔语,https://vidcdn.vidgyor.com/ptm-origin/aslive/playlist.m3u8
印度NDTV,https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/ndtvindiamaster.m3u8
印度气象侦查,https://jukin-weatherspy-2-in.samsung.wurl.tv/playlist.m3u8

澳大利亚,#genre#
ABC,Australia,,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8
ABC,Me,https://abc-iview-mediapackagestreams-1.akamaized.net/out/v1/33225e24c0e543af922929ede7b6941f/index.m3u8
ABC,TV,SA,https://abc-iview-mediapackagestreams-1.akamaized.net/out/v1/fc2edf6e905e4fbbabb0df82faf306c3/index.m3u8
ABC,TV,VIC,https://abc-iview-mediapackagestreams-1.akamaized.net/out/v1/3198d7aadc42410abd6a68b1ac2f4e36/index.m3u8
ABC,TV,Plus,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/c392d1efb61f48af830ade77d9073b6c/index.m3u8
ABC,TV,QLD,https://abc-iview-mediapackagestreams-1.akamaized.net/out/v1/23fd2612d8804b2690b026f92cead114/index.m3u8
Racing.com,https://racingvic-i.akamaized.net/hls/live/598695/racingvic/index1500.m3u8
Sky,News,Extra,3,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
Sky,News,Extra,2,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8
Sky,News,Extra,1,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8


韩国,#genre#
Arirang Radio,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
BBS Buddhist Broadcasting,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
BBS 불교방송,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist.m3u8
BTN TV,http://btn.nowcdn.co.kr/btn/btnlive2m/playlist.m3u8
CGNTV South Korea,https://du35ivadp6cxj.cloudfront.net/out/v1/81781d23cbbf490990b2aa9181d4ce19/CGNWebLiveKR.m3u8
Chuncheon MBC TV,https://stream.chmbc.co.kr/TV/myStream/playlist.m3u8
Chungbuk MBC TV,http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8
CJ OnStyle Plus,https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8
CJ OnStyle,https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
CJB청주방송,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
GCN,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/chunklist.m3u8
GCN24 Korean,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/playlist.m3u8
Gongyoung Home Shopping,https://etv.publichs.com/live5.stream/playlist.m3u8
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
Hyundai Home Shopping + Shop,https://dtvstreaming.hyundaihmall.com/newcjp3/_definst_/newcjpstream.smil/playlist.m3u8
KBS直播独岛http://kbs-dokdo.gscdn.com/dokdo_300/_definst_/dokdo_300.stream/playlist.m3u8
KCTV 광주 CH05,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
KFN,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
Lotte Home Shopping,https://pchlslivesw.lotteimall.com/live/livestream/lotteimalllive_mp4.m3u8
Lotte OneTV,https://onetvhlslive.lotteimall.com/lotteonetvlive/lotteonetvlive.mp4.m3u8
National Assembly TV,https://m.webcast.go.kr/live/_definst_/smil:natv_720p.smil/playlist.m3u8
NBS Korea Agricultural Broadcasting,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
Shinsegae TV Shopping,https://liveout.catenoid.net/live-02-shinsegaetvshopping/shinsegaetvshopping_720p/playlist.m3u8
Shopping NT,https://live.shoppingntmall.com/live/10011.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
W Shopping,https://liveout.catenoid.net/live-05-wshopping/wshopping_1500k/playlist.m3u8
국악방송,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
电视购物,https://liveout.catenoid.net/live-02-shinsegaetvshopping/shinsegaetvshopping_720p/playlist.m3u8
대전MBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8


蒙古,#genre#
ETV,https://cdn3.skygo.mn/live/disk1/ETV/HLS-FTA/ETV.m3u8
ONTV,https://cdn3.skygo.mn/live/disk1/ONTV/HLS-FTA/ONTV.m3u8
MovieBox,https://cdn3.skygo.mn/live/disk1/Moviebox/HLS-FTA/Moviebox.m3u8
Central TV,https://cdn3.skygo.mn/live/disk1/Ekh_Oron/HLS-FTA/Ekh_Oron.m3u8
MNB Sport,https://live.mnb.mn/hls/mnb_sport.stream.m3u8
MNB World,https://live.mnb.mn/hls/mnb_world.stream.m3u8
DreamTV儿童,https://cdn3.skygo.mn/live/disk1/Dreambox/HLS-FTA/Dreambox.m3u8
MNB,https://live.mnb.mn/hls/mnb.stream.m3u8
MNB Mongoliin Medee,https://live.mnb.mn/hls/mn2.stream.m3u8
MNB Sport,https://live.mnb.mn/hls/mnb_sport.stream.m3u8
МҮОНТ-1 HD，https://cdn3.skygo.mn/live/disk1/MNB/HLS-FTA/MNB.m3u8
TV5，https://cdn2.skygo.mn/live/disk1/TV5HD/HLS-FTA/TV5HD.m3u8
SBN HD动画,https://cdn2.skygo.mn/live/disk1/SBN/HLS-FTA/SBN.m3u8
彭博电视台蒙古高清,https://cdn3.skygo.mn/live/disk1/BloombergMon/HLS-FTA/BloombergMon.m3u8
Education,https://cdn3.skygo.mn/live/disk1/Education/HLS-FTA/Education.m3u8
TV9,https://cdn2.skygo.mn/live/disk1/TV9HD/HLS-FTA/TV9HD.m3u8
C1儿童,https://cdn2.skygo.mn/live/disk1/C1/HLS-FTA/C1.m3u8
NTV,https://cdn2.skygo.mn/live/disk1/NTVHD/HLS-FTA/NTVHD.m3u8
TV8,https://cdn3.skygo.mn/live/disk1/TV8HD/HLS-FTA/TV8HD.m3u8
Eagle News HD,https://cdn2.skygo.mn/live/disk1/Eagle/HLS-FTA/Eagle.m3u8
MN25,https://cdn2.skygo.mn/live/disk1/MN25/HLS-FTA/MN25.m3u8
Star TV动画,https://cdn2.skygo.mn/live/disk1/Star/HLS-FTA/Star.m3u8


泰国,#genre#
DLTV 1,https://cdn-live.dltv.ac.th/dltv01.m3u8
DLTV 2,https://cdn-live.dltv.ac.th/dltv02.m3u8
DLTV 3,https://cdn-live.dltv.ac.th/dltv03.m3u8
DLTV 4,https://cdn-live.dltv.ac.th/dltv04.m3u8
DLTV 5,https://cdn-live.dltv.ac.th/dltv05.m3u8
DLTV 6,https://cdn-live.dltv.ac.th/dltv06.m3u8
DLTV 7,https://cdn-live.dltv.ac.th/dltv07.m3u8
DLTV 8,https://cdn-live.dltv.ac.th/dltv08.m3u8
DLTV 9,https://cdn-live.dltv.ac.th/dltv09.m3u8
DLTV 10,https://cdn-live.dltv.ac.th/dltv10.m3u8
DLTV 11,https://cdn-live.dltv.ac.th/dltv11.m3u8
DLTV 12,https://cdn-live.dltv.ac.th/dltv12.m3u8
DLTV 13,https://cdn-live.dltv.ac.th/dltv13.m3u8
DLTV 14,https://cdn-live.dltv.ac.th/dltv14.m3u8
DLTV 15,https://cdn-live.dltv.ac.th/dltv15.m3u8
3HD,https://lb1-live-mv.v2h-cdn.com/hls/ffae/3hd/3hd.m3u8
ALTV,https://thaipbs-ujxrch.cdn.byteark.com/live/playlist_1080p/index.m3u8
ALTV 4,https://thaipbs-ujxrch.cdn.byteark.com/live/playlist.m3u8
Boonniyom TV,https://live.x2.co.th/live/bntv.m3u8
Channel 3,http://appdootv2.dootvde.com:1935/live/50001_ch3.stream.smil/playlist.m3u8
Channel 7,http://streaming-hwc.ch7.com/livech7hd/HD.m3u8
Dopa Channel,http://dopachannel.truegse.com/live/dopatv03.m3u8
GMM 25,https://lb1-live-mv.v2h-cdn.com/hls/ffbf/gmm25/gmm25.m3u8
JKN 18,https://lb1-live-mv.v2h-cdn.com/hls/ffda/jkn18/jkn18.m3u8
Mangorn,http://49.0.87.24:1936/HDDragon/Dragon/playlist.m3u8
ONE HD 31,https://lb1-live-mv.v2h-cdn.com/hls/ffba/one/one.m3u8
Police TV,https://cdn-th-vip.livestreaming.in.th/policetv/policetv/playlist.m3u8
Suwannabhumi Channel,https://live.bangkokstream.com:19360/suwannabhumi/suwannabhumi.m3u8
Thairath TV,https://lb1-live-mv.v2h-cdn.com/hls/ffaf/thairath/thairath.m3u8
TNN16,https://lb1-live-mv.v2h-cdn.com/hls/ffdc/tnn/tnn.m3u8
T Sports 7,https://lb1-live-mv.v2h-cdn.com/hls/ffef/tsport/tsport.m3u8
Top News,https://live.topnews.co.th/hls/topnews_a_720.m3u8
TV Muslim Thailand,https://vdo.plathong.net/tvmuslim/tvmuslim/playlist.m3u8
TV5 HD,https://lb1-live-mv.v2h-cdn.com/hls/fffb/5hd/5hd.m3u8
White Channel,http://symc-cdn.violin.co.th:1935/tndedge/whitechannel/chunklist.m3u8
Workpoint TV,https://lb1-live-mv.v2h-cdn.com/hls/ffcb/workpoint/workpoint.m3u8
Zabb Channel,https://vdo.plathong.net/flash7057/flash7057/playlist.m3u8

乌克兰,#genre#
1+1,http://spacetv.in/stream/DIPK8H19CP8/172.m3u8
2+2,http://spacetv.in/stream/DIPK8H19CP8/173.m3u8
24 Kanal,https://streamvideol1.luxnet.ua/news24/smil:news24.stream.smil/playlist.m3u8
24 Канал,http://streamvideol1.luxnet.ua/news24/smil:news24.stream.smil/playlist.m3u8
EWTN Ukraine,https://cdn3.wowza.com/1/WjduMm1tYnlwNXQx/M01NV3Uz/hls/live/playlist.m3u8
GIT,https://stream.uagit.tv/gittv.m3u8
https://freedom.cdn-01.cosmonova.net.ua/mobile-app/main/freedom/master.m3u8
Lanet.TV,https://kiev1-cdn.lanet.tv/live/1008.m3u8
M2,http://live.m2.tv/hls3/stream.m3u8
Travel Guide TV,http://cdn10.live-tv.od.ua:8081/leonovtv/test1/playlist.m3u8
Z购物,https://stream.ztv.zp.ua/hls/live.m3u8
Глас,http://85.238.112.69:8811/hls_sec/239.0.4.18-.m3u8
Думская ТВ,http://cdn1.live-tv.od.ua:8081/dumska/dumska-abr-lq/playlist.m3u8
Думская.TVhttp://cdn1.live-tv.od.ua:8081/dumska/dumska-abr/playlist.m3u8
Измаил ТВ,http://cdn10.live-tv.od.ua:8081/izod/izod-abr/playlist.m3u8
Ланет.TV,http://kiev1-cdn.lanet.tv/live/1008.m3u8
Орбіта ТВ,http://ftp.orbita.dn.ua/hls/orbita.m3u8
Первый городской,http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
Репортер,http://cdn1.live-tv.od.ua:8081/31chod/31chod-abr/playlist.m3u8
СК1,http://cdn10.live-tv.od.ua:8081/sk1zt/sk1zt720p/playlist.m3u8
ТРК Круг,http://cdn1.live-tv.od.ua:8081/krugod/krugod/playlist.m3u8
ТРК Репортер,http://cdn1.live-tv.od.ua:8081/31chod/31chod-sub/playlist.m3u8

阿富汗,#genre#
AMC,https://amchls.wns.live/hls/stream.m3u8
Payam-e-Afghan TV,http://g5nl6xx5lpq6-hls-live.5centscdn.com/live1234/2621b29e501b445fabf227b086123b70.sdp/mono.m3u8
Bahar TV,https://59d39900ebfb8.streamlock.net/bahartv/bahartv/playlist.m3u8
Dunya Naw TV,https://dunyanhls.wns.live/hls/stream.m3u8
Eslah TV,https://eslahtvhls.wns.live/hls/stream.m3u8
Iman TV,https://live.relentlessinnovations.net:1936/imantv/imantv/playlist.m3u8
RTA Sport,https://rtatv.akamaized.net/Content/HLS/Live/channel(RTA3)/index.m3u8
RTA,https://rtatv.akamaized.net/Content/HLS/Live/channel(RTA1)/index.m3u8
RTA News,https://rtatv.akamaized.net/Content/HLS/Live/channel(RTA2)/index.m3u8
RTA Education,https://rtatv.akamaized.net/Content/HLS/Live/channel(RTA4)/index.m3u8
Tamadon TV,https://hls.tamadon.live/hls/stream.m3u8
阿富汗诺贝尔电视台,https://live.relentlessinnovations.net:1936/afghannobeltv/afghannobeltv/playlist.m3u8
阿富汗诺贝尔电影,https://live.relentlessinnovations.net:1936/afghannobel/afghannobel/playlist.m3u8


西班牙,#genre#
101tv Antequera,https://www.streaming101tv.es:19360/antequera/antequera.m3u8
8madrid TV,http://185.189.225.150:85/8madrid/index.m3u8
Activa TV,https://streamtv.mediasector.es/hls/activatv/.m3u8
AMC,http://vegafibratv.com:8085/AMC/index.m3u8
Atreseries,http://181.78.109.48:8000/play/a00l/index.m3u8
BabyTV动画,http://185.189.225.150:85/BabyTV/index.m3u8
Bom Cine,http://185.189.225.150:85/BOM/index.m3u8
Canal 45,https://nlb1-live.emitstream.com/hls/625csn5et2iszm9oze65/master.m3u8
Canal Diocesano,https://nlb2-live.emitstream.com/hls/5i3pxfuz4az356yu22ij/master.m3u8
Canal Doñana,https://secure5.todostreaming.es/live/division-alm.m3u8
Canal Málaga RTV,https://canalmalaga-tv-live.flumotion.com/playlist.m3u8
Canal Málaga,http://canalmalaga-tv-live.flumotion.com/playlist.m3u8
Canal Parlamento,https://congresodirecto.akamaized.net/hls/live/2037973/canalparlamento/master.m3u8
Congreso de los Diputados 1,https://congresodirecto.akamaized.net/hls/live/2038274/canal1/master.m3u8
Cuatro,http://185.189.225.150:85/CuatroHD/index.m3u8
Diez TV,https://streaming.cloud.innovasur.es/mmj/index.m3u8
Durangaldeko Telebista,https://nlb2-live.emitstream.com/hls/5f9asjsehd7gmyxsdpzu/master.m3u8
DW Español,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/index.m3u8
Estepona TV,https://cloudvideo.servers10.com:8081/8022/index.m3u8
ETB 1,https://multimedia.eitb.eus/live-content/etb1hd-hls/master.m3u8
ETB Basque,https://multimedia.eitb.eus/live-content/eitbbasque-hls/master.m3u8
Fuerteventura TV,https://5c0956165db0b.streamlock.net/ftv/directo/.m3u8
Goiena Eus,https://zuzenean.goienamedia.eus/goiena-telebista.m3u8
Hamaika Telebista,https://cdn3.wowza.com/1/RERMR282dnU5eE5Z/OHY0dVFs/hls/live/playlist.m3u8
HIT TV,http://185.189.225.149/HitTV/index.m3u8
La 2,http://185.189.225.150:85/TV2/index.m3u8
Lancelot TV,https://5c0956165db0b.streamlock.net:8090/directo/_definst_/lancelot.television/master.m3u8
LaOtra,https://laotra-1-23-secure2.akamaized.net/master.m3u8
Logos TV,https://streamer1.streamhost.org/salive/logosH/master.m3u8
M95 Televisión Marbella,https://limited2.todostreaming.es/live/m95-livestream.m3u8
Neox动画,http://185.189.225.150:85/neox/index.m3u8
Nickelodeon动画,http://181.78.109.48:8000/play/a05a/index.m3u8
Noroeste TV,https://cloudvideo.servers10.com:8081/8032/index.m3u8
Nova,http://185.189.225.150:85/nova/index.m3u8
Onda Madrid,https://tvradio-1-23-secure2.akamaized.net/master.m3u8
Paramount Network,http://185.189.225.150:85/Paramount/index.m3u8
People are Awesome Spain,https://jukin-peopleareawesome-2-es.samsung.wurl.tv/playlist.m3u8
Pequeradio,https://canadaremar2.todostreaming.es/live/peque-pequetv.m3u8
Platzi TV,https://mdstrm.com/live-stream-playlist/629a63ae8df27c082901f78b.m3u8
Popular TV Cantabria,https://limited12.todostreaming.es/live/ptvcantabria-livestream.m3u8
Punt 3 Vall Uixó,https://bit.controlstreams.com:5443/LiveApp/streams/punt3.m3u8
Radio Television Marbella,https://streaming.rtvmarbella.tv/hls/streamingweb.m3u8
Radio Televisión Melilla,https://tvmelilla-hls-rm-lw.flumotion.com/playlist.m3u8
Rakuten Viki电影,https://newidco-rakutenviki-2-eu.xiaomi.wurl.tv/playlist.m3u8
Ribera TV,https://common01.todostreaming.es/live/ribera-livestream.m3u8
RiberaTV,http://common01.todostreaming.es/live/ribera-livestream.m3u8
ROTV Valencia,https://rotv.romediavalencia.com:3839/live/rotvlive.m3u8
Solidaria TV,https://canadaremar2.todostreaming.es/live/solidariatv-webhd.m3u8
Telemadrid INT,https://new-international-23-secure2.akamaized.net/index.m3u8
Telemadrid,https://telemadrid-23-secure2.akamaized.net/master.m3u8
The Pet Collective Spain,https://the-pet-collective-international-es.samsung.wurl.tv/playlist.m3u8
Trece TV,https://play.cdn.enetres.net/091DB7AFBD77442B9BA2F141DCC182F5021/021/playlist.m3u8
Tuya La Janda Televisión,http://185.210.20.13:8080/0.m3u8
TV3,http://185.189.225.150:85/tv3/index.m3u8
TVReus,https://eu1.servers10.com:8081/8166/index.m3u8



葡萄牙,#genre#
ADB TV,https://customer-dxeagripmkqbhyeq.cloudflarestream.com/580c36d77be200bf5c7d3efc06487bd4/manifest/video.m3u8
Igreja Online,https://w1.manasat.com/igrejaonline/smil:igrejaonline.smil/playlist.m3u8
Kuriakos Cine,https://w2.manasat.com/kcine/smil:kcine.smil/playlist.m3u8
Kuriakos Kids,https://w2.manasat.com/kkids/smil:kkids.smil/playlist.m3u8
Kuriakos Music,http://195.23.211.179:1935/kmusic/smil:kmusic.smil/playlist.m3u8
Kuriakos TV,https://w1.manasat.com/ktv/smil:ktv.smil/playlist.m3u8
Mana Iglesia Online,https://w2.manasat.com:443/iglesia-online/smil:iglesia-online.smil/playlist.m3u8
Mana Tserkov' Onlayn,https://w2.manasat.com:443/tserkov-online/smil:tserkov-online.smil/playlist.m3u8
ON TV,https://5ce9406b73c33.streamlock.net/ONFM/livestream/master.m3u8
Radio Sines,https://load-balancer.azotosolutions.com/cdnedge19/smil:live19.smil/playlist.m3u8
SIC Alta Definicao,https://production-fast-sic.content.okast.tv/fa2e8c4385712f9aa54bbe52b1bd9b6b/channels/d9070446-8448-455e-8075-773b1ba12562/fc831b20-f252-4e7d-8cc5-2d05f4d43c1c/media_.m3u8
SIC Noticias,https://d277k9d1h9dro4.cloudfront.net/out/v1/293e7c3464824cbd8818ab8e49dc5fe9/index.m3u8
